TIME;OBJ;BOUND
0.01100015640258789;1e+100;0.0
0.012000083923339844;1e+100;0.0
0.03400015830993652;1e+100;1.7774238285357143e-11
0.06100010871887207;1e+100;1.7774238285357143e-11
0.06100010871887207;1e+100;1.7774238285357143e-11
0.06200003623962402;1e+100;1.7774238285357143e-11
0.09299993515014648;578.8451590040873;1.7774238285357143e-11
0.12400007247924805;578.8451590040873;1.7774238285357143e-11
0.15900015830993652;578.8451590040873;1.6062354813953414e-08
0.15900015830993652;578.8451590040873;1.6062354813953414e-08
0.192000150680542;578.8451590040873;1.6194154978390342e-08
0.192000150680542;578.8451590040873;1.6194154978390342e-08
0.192000150680542;578.8451590040873;1.6194154978390342e-08
0.19300007820129395;578.8451590040873;1.6195839007900137e-08
0.2350001335144043;578.8451590040873;1.6195839007900137e-08
0.23600006103515625;578.8451590040873;1.6195839007900137e-08
0.23600006103515625;578.8451590040873;1.6195839007900137e-08
0.2369999885559082;578.8451590040873;1.6195839007900137e-08
0.2820000648498535;578.8451590040873;1.6195839007900137e-08
0.28299999237060547;578.8451590040873;1.6195839007900137e-08
0.28299999237060547;578.8451590040873;1.6195839007900137e-08
0.28299999237060547;578.8451590040873;1.6195839007900137e-08
0.3229999542236328;578.8451590040873;1.6195839007900137e-08
0.3229999542236328;578.8451590040873;1.6195839007900137e-08
0.32400012016296387;578.8451590040873;1.6195839007900137e-08
0.32400012016296387;578.8451590040873;1.6195839007900137e-08
0.3559999465942383;578.8451590040873;1.6195839007900137e-08
0.3559999465942383;578.8451590040873;1.6195839007900137e-08
0.3559999465942383;578.8451590040873;1.6195839007900137e-08
0.35700011253356934;578.8451590040873;1.6195839007900137e-08
0.3900001049041748;578.8451590040873;1.6195839007900137e-08
0.3900001049041748;578.8451590040873;1.6195839007900137e-08
0.39100003242492676;578.8451590040873;1.6195839007900137e-08
0.3919999599456787;578.8451590040873;1.6195839007900137e-08
0.48600006103515625;578.8451590040873;1.6195839007900137e-08
0.48800015449523926;533.6929381162298;1.6195839007900137e-08
0.4909999370574951;515.2911354884312;1.6195839007900137e-08
0.49200010299682617;515.2911354884312;1.6195839007900137e-08
0.5329999923706055;350.33212062348247;1.6195839007900137e-08
0.5340001583099365;350.33212062348247;1.6195839007900137e-08
0.5340001583099365;350.33212062348247;1.6195839007900137e-08
0.5340001583099365;350.33212062348247;1.6195839007900137e-08
0.5740001201629639;350.33212062348247;1.6195839007900137e-08
0.5740001201629639;350.33212062348247;1.6195839007900137e-08
0.5740001201629639;350.33212062348247;1.6195839007900137e-08
0.5750000476837158;350.33212062348247;1.6195839007900137e-08
0.6180000305175781;350.33212062348247;1.6195839007900137e-08
0.6180000305175781;350.33212062348247;1.6195839007900137e-08
0.6189999580383301;350.33212062348247;1.6195839007900137e-08
0.6189999580383301;350.33212062348247;1.6195839007900137e-08
0.6690001487731934;350.33212062348247;1.6195839007900137e-08
0.6710000038146973;350.33212062348247;1.6195839007900137e-08
0.6710000038146973;350.33212062348247;1.6195839007900137e-08
0.6710000038146973;350.33212062348247;1.6195839007900137e-08
0.7170000076293945;350.33212062348247;1.6195839007900137e-08
0.7179999351501465;350.33212062348247;1.6195839007900137e-08
0.7179999351501465;350.33212062348247;1.6195839007900137e-08
0.7190001010894775;350.33212062348247;1.6195839007900137e-08
0.7829999923706055;350.33212062348247;1.6195839007900137e-08
0.7840001583099365;350.33212062348247;1.6195839007900137e-08
0.7840001583099365;350.33212062348247;1.6195839007900137e-08
0.7850000858306885;350.33212062348247;1.6195839007900137e-08
0.8240001201629639;350.33212062348247;1.6195839007900137e-08
0.8250000476837158;350.33212062348247;1.6195839007900137e-08
0.8250000476837158;350.33212062348247;1.6195839007900137e-08
0.8259999752044678;350.33212062348247;1.6195839007900137e-08
0.9179999828338623;350.33212062348247;1.6195839007900137e-08
0.9179999828338623;350.33212062348247;1.6195839007900137e-08
0.9190001487731934;350.33212062348247;1.6195839007900137e-08
0.9190001487731934;350.33212062348247;1.6195839007900137e-08
0.9639999866485596;350.33212062348247;1.6195839007900137e-08
0.9650001525878906;350.33212062348247;1.6195839007900137e-08
0.9650001525878906;350.33212062348247;1.6195839007900137e-08
0.9650001525878906;350.33212062348247;1.6195839007900137e-08
1.008000135421753;350.33212062348247;1.6195839007900137e-08
1.0090000629425049;350.33212062348247;1.6195839007900137e-08
1.0090000629425049;350.33212062348247;1.6195839007900137e-08
1.0090000629425049;350.33212062348247;1.6195839007900137e-08
1.0450000762939453;350.33212062348247;1.6195839007900137e-08
1.0460000038146973;350.33212062348247;1.6195839007900137e-08
1.0460000038146973;350.33212062348247;1.6195839007900137e-08
1.0460000038146973;350.33212062348247;1.6195839007900137e-08
1.0950000286102295;350.33212062348247;1.6195839007900137e-08
1.0959999561309814;350.33212062348247;1.6195839007900137e-08
1.0959999561309814;350.33212062348247;1.6195839007900137e-08
1.0959999561309814;350.33212062348247;1.6195839007900137e-08
1.1400001049041748;350.33212062348247;1.6195839007900137e-08
1.1400001049041748;350.33212062348247;1.6195839007900137e-08
1.1410000324249268;350.33212062348247;1.6195839007900137e-08
1.1410000324249268;350.33212062348247;1.6195839007900137e-08
1.192000150680542;350.33212062348247;1.6195839007900137e-08
1.192000150680542;350.33212062348247;1.6195839007900137e-08
1.193000078201294;350.33212062348247;1.6195839007900137e-08
1.193000078201294;350.33212062348247;1.6195839007900137e-08
1.249000072479248;350.33212062348247;1.6195839007900137e-08
1.25;350.33212062348247;1.6195839007900137e-08
1.25;350.33212062348247;1.6195839007900137e-08
1.251000165939331;350.33212062348247;1.6195839007900137e-08
1.3359999656677246;350.33212062348247;1.6195839007900137e-08
1.3359999656677246;350.33212062348247;1.6195839007900137e-08
1.3370001316070557;350.33212062348247;1.6195839007900137e-08
1.3380000591278076;350.33212062348247;1.6195839007900137e-08
1.4270000457763672;350.33212062348247;1.6195839007900137e-08
1.4279999732971191;350.33212062348247;1.6195839007900137e-08
1.4279999732971191;350.33212062348247;1.6195839007900137e-08
1.4290001392364502;350.33212062348247;1.6195839007900137e-08
1.4290001392364502;350.33212062348247;1.6195839007900137e-08
1.4290001392364502;350.33212062348247;1.6195839007900137e-08
1.5260000228881836;350.33212062348247;1.6195839007900137e-08
1.5269999504089355;350.33212062348247;1.6195839007900137e-08
1.5269999504089355;350.33212062348247;1.6195839007900137e-08
