TIME;OBJ;BOUND
0.4309999942779541;1e+100;0.0
0.437000036239624;1e+100;0.0
3.6449999809265137;27296.88700204501;1316.8585505819406
4.750999927520752;27296.88700204501;1316.8585505819406
7.194000005722046;27296.88700204501;10989.260270393877
10.289000034332275;27296.88700204501;10989.260270393877
12.276000022888184;27296.88700204501;13243.798901115873
12.812000036239624;27296.88700204501;13243.798901115873
13.996999979019165;27296.88700204501;13243.807576340814
14.855000019073486;27296.88700204501;13243.807576340814
15.381999969482422;27296.88700204501;13257.932479891006
15.674000024795532;27296.88700204501;13257.932479891006
15.967000007629395;27296.88700204501;13259.897039913147
16.17799997329712;27296.88700204501;13259.897039913147
16.455999851226807;27296.88700204501;13261.045697746185
16.562999963760376;27296.88700204501;13261.045697746185
16.789999961853027;27296.88700204501;13261.280409980533
16.894999980926514;27296.88700204501;13261.280409980533
17.168999910354614;27296.88700204501;13261.340736177772
17.249000072479248;27296.88700204501;13261.340736177772
17.73099994659424;27296.88700204501;13261.364646495984
17.924999952316284;27296.88700204501;13261.364646495984
18.330999851226807;27296.88700204501;13261.374178136675
18.418999910354614;27296.88700204501;13261.374178136675
18.680999994277954;27296.88700204501;13261.379920576383
18.770999908447266;27296.88700204501;13261.379920576383
18.99399995803833;27296.88700204501;13261.384054939817
19.29099988937378;27296.88700204501;13261.384054939817
19.670000076293945;27296.88700204501;13261.38563361951
19.744999885559082;27296.88700204501;13261.38563361951
20.05999994277954;27296.88700204501;13261.386028217703
20.138000011444092;27296.88700204501;13261.386028217703
20.32699990272522;27296.88700204501;13261.386223696225
20.388999938964844;27296.88700204501;13261.386223696225
20.526000022888184;27296.88700204501;13261.386259286326
20.674000024795532;27296.88700204501;13261.386259286326
20.80900001525879;27296.88700204501;13261.386269512821
20.875999927520752;27296.88700204501;13261.386269512821
20.944000005722046;27296.88700204501;13261.386273786213
21.003000020980835;27296.88700204501;13261.386273786213
21.060999870300293;27296.88700204501;13261.386274086946
21.134999990463257;27296.88700204501;13261.386274086946
21.816999912261963;27296.88700204501;13261.386274971339
21.986000061035156;27296.88700204501;13261.386274971339
22.5939998626709;27296.88700204501;13261.386274971339
22.680999994277954;27296.88700204501;13261.386274971339
23.20300006866455;27296.88700204501;13261.386274971339
23.276000022888184;27296.88700204501;13261.386274971339
23.90999984741211;27296.88700204501;13261.386274971339
23.9760000705719;27296.88700204501;13261.386274971339
24.52900004386902;27296.88700204501;13261.386274971339
24.730000019073486;27296.88700204501;13261.386274971339
25.29099988937378;27296.88700204501;13261.386274971348
25.378000020980835;27296.88700204501;13261.386274971348
25.90999984741211;27296.88700204501;13261.386274971348
25.986000061035156;27296.88700204501;13261.386274971348
26.52900004386902;27296.88700204501;13261.386274971353
26.832000017166138;27296.88700204501;13261.386274971353
27.652999877929688;27296.88700204501;13261.386274971353
27.727999925613403;27296.88700204501;13261.386274971353
28.687999963760376;27296.88700204501;13261.386274971353
28.75600004196167;27296.88700204501;13261.386274971353
29.391000032424927;27296.88700204501;13261.386274971353
29.675999879837036;27296.88700204501;13261.386274971353
30.639999866485596;27296.88700204501;13261.386274971353
30.75499987602234;27296.88700204501;13261.386274971353
31.48799991607666;27296.88700204501;13261.386274971353
31.805000066757202;27296.88700204501;13261.386274971353
32.49000000953674;27296.88700204501;13261.386274971353
32.5789999961853;27296.88700204501;13261.386274971353
33.361000061035156;27296.88700204501;13261.386274971353
33.47000002861023;27296.88700204501;13261.386274971353
34.371999979019165;27296.88700204501;13261.386274971353
34.4539999961853;27296.88700204501;13261.386274971353
35.30999994277954;27296.88700204501;13261.386274971353
35.644999980926514;27296.88700204501;13261.386274971353
36.57699990272522;27296.88700204501;13261.386274971353
36.6949999332428;27296.88700204501;13261.386274971353
37.70700001716614;27296.88700204501;13261.386274971353
37.81500005722046;27296.88700204501;13261.386274971353
38.763999938964844;27296.88700204501;13261.386274971353
39.026999950408936;27296.88700204501;13261.386274971353
39.91199994087219;27296.88700204501;13261.386274971353
40.01099991798401;27296.88700204501;13261.386274971353
40.96599984169006;27296.88700204501;13261.386274971353
41.06599998474121;27296.88700204501;13261.386274971353
41.924999952316284;27296.88700204501;13261.38627497136
42.23899984359741;27296.88700204501;13261.38627497136
43.1710000038147;27296.88700204501;13261.38627497136
44.069000005722046;27296.88700204501;13261.38627497136
44.930999994277954;27296.88700204501;13261.38627497136
45.444000005722046;27296.88700204501;13261.38627497136
51.251999855041504;27296.88700204501;13261.38627497136
54.01799988746643;27296.88700204501;13261.38627497136
54.89400005340576;27296.88700204501;13261.38673138838
54.895999908447266;27296.88700204501;13261.38673138838
56.001999855041504;27296.88700204501;13300.711143967057
56.00399994850159;27296.88700204501;13300.711143967057
56.00499987602234;27296.88700204501;13300.711143967057
56.01300001144409;27296.88700204501;13306.51725790551
56.59699988365173;27296.88700204501;13352.906419589906
56.598999977111816;27296.88700204501;13352.906419589906
56.59999990463257;27296.88700204501;13352.90735565333
56.6010000705719;27296.88700204501;13352.90735565333
57.3510000705719;27296.88700204501;13352.90735565333
57.35199999809265;27296.88700204501;13352.90735565333
57.3529999256134;27296.88700204501;13354.177858944304
57.3529999256134;27296.88700204501;13354.177858944304
58.062999963760376;27296.88700204501;13365.296544843199
58.06399989128113;27296.88700204501;13365.296544843199
58.06500005722046;27296.88700204501;13365.296544843199
58.06500005722046;27296.88700204501;13365.296544843199
58.52499985694885;27296.88700204501;13365.296544843199
58.526000022888184;27296.88700204501;13365.296544843199
58.526999950408936;27296.88700204501;13365.296544843199
58.52799987792969;27296.88700204501;13365.296544843199
59.329999923706055;27296.88700204501;13369.814844849787
59.33099985122681;27296.88700204501;13369.814844849787
59.33099985122681;27296.88700204501;13369.814844849787
59.33200001716614;27296.88700204501;13369.814844849787
62.055999994277954;27296.88700204501;13369.814844849787
62.056999921798706;27296.88700204501;13369.814844849787
62.05799984931946;27296.88700204501;13369.814844849787
62.05900001525879;27296.88700204501;13369.814844849787
62.562999963760376;27296.88700204501;13369.814844849787
62.56399989128113;27296.88700204501;13369.814844849787
62.56599998474121;27296.88700204501;13369.814844849787
62.56699991226196;27296.88700204501;13369.814844849787
63.478999853134155;27296.88700204501;13369.814844849787
63.480000019073486;27296.88700204501;13369.814844849787
63.48099994659424;27296.88700204501;13369.814844849787
63.48199987411499;27296.88700204501;13369.814844849787
63.48199987411499;27296.88700204501;13369.814844849787
64.05999994277954;27296.88700204501;13369.814844849787
64.06200003623962;27296.88700204501;13369.814844849787
64.06200003623962;27296.88700204501;13369.814844849787
64.06299996376038;27296.88700204501;13369.814844849787
64.50099992752075;27296.88700204501;13369.814844849787
64.5019998550415;27296.88700204501;13369.814844849787
64.50300002098083;27296.88700204501;13369.814844849787
64.50399994850159;27296.88700204501;13369.814844849787
64.92400002479553;27296.88700204501;13369.814844849787
64.92499995231628;27296.88700204501;13369.814844849787
64.92599987983704;27296.88700204501;13369.814844849787
64.92599987983704;27296.88700204501;13369.814844849787
65.56900000572205;27296.88700204501;13369.814844849787
65.5699999332428;27296.88700204501;13369.814844849787
65.5699999332428;27296.88700204501;13369.814844849787
65.57099986076355;27296.88700204501;13369.814844849787
67.46399998664856;27296.88700204501;13369.814844849787
67.46499991416931;27296.88700204501;13369.814844849787
67.46499991416931;27296.88700204501;13369.814844849787
67.46599984169006;27296.88700204501;13369.814844849787
69.4909999370575;27296.88700204501;13369.814844849787
69.49199986457825;27296.88700204501;13369.814844849787
